NDC	MAPB_id	drug_id	MAPB_name	drug_name	new_sort
00781140752	d00035	d00817	chloroquine	hydroxychloroquine	63
00781140797	d00035	d00817	chloroquine	hydroxychloroquine	63
00781145201	d00246	d00246	glipizide	glipizide	157
00781145210	d00246	d00246	glipizide	glipizide	157
00781145301	d00246	d00246	glipizide	glipizide	157
00781145310	d00246	d00246	glipizide	glipizide	157
00781148601	d00146	d00146	amitriptyline	amitriptyline	16
00781148610	d00146	d00146	amitriptyline	amitriptyline	16
00781148701	d00146	d00146	amitriptyline	amitriptyline	16
00781148710	d00146	d00146	amitriptyline	amitriptyline	16
00781148801	d00146	d00146	amitriptyline	amitriptyline	16
00781148810	d00146	d00146	amitriptyline	amitriptyline	16
00781148901	d00146	d00146	amitriptyline	amitriptyline	16
00781149001	d00146	d00146	amitriptyline	amitriptyline	16
00781149101	d00146	d00146	amitriptyline	amitriptyline	16
00781167931	d00867	d00867	ondansetron	ondansetron	246
00781167933	d00867	d00867	ondansetron	ondansetron	246
00781168131	d00867	d00867	ondansetron	ondansetron	246
00781168133	d00867	d00867	ondansetron	ondansetron	246
00781176201	d00259	d00259	imipramine	imipramine	168
00781176401	d00259	d00259	imipramine	imipramine	168
00781176410	d00259	d00259	imipramine	imipramine	168
00781176413	d00259	d00259	imipramine	imipramine	168
00781176601	d00259	d00259	imipramine	imipramine	168
00781176610	d00259	d00259	imipramine	imipramine	168
00781176613	d00259	d00259	imipramine	imipramine	168
00781197101	d00145	d00145	desipramine	desipramine	88
00781197201	d00145	d00145	desipramine	desipramine	88
00781197301	d00145	d00145	desipramine	desipramine	88
00781197401	d00145	d00145	desipramine	desipramine	88
00781197501	d00145	d00145	desipramine	desipramine	88
00781197650	d00145	d00145	desipramine	desipramine	88
00781202701	d00876	d00876	clomipramine	clomipramine	70
00781203701	d00876	d00876	clomipramine	clomipramine	70
00781204701	d00876	d00876	clomipramine	clomipramine	70
00781207601	d04121	d04121	tamsulosin	tamsulosin	328
00781210201	d03752	d03752	tacrolimus	tacrolimus	322
00781210301	d03752	d03752	tacrolimus	tacrolimus	322
00781210401	d03752	d03752	tacrolimus	tacrolimus	322
00781214731	d03828	d03828	lansoprazole	lansoprazole	188
00781214801	d03828	d03828	lansoprazole	lansoprazole	188
00781214810	d03828	d03828	lansoprazole	lansoprazole	188
00781214892	d03828	d03828	lansoprazole	lansoprazole	188
00781219231	d00236	d04917	fluoxetine	fluoxetine-olanzapine	142
00781219431	d00236	d04917	fluoxetine	fluoxetine-olanzapine	142
00781219531	d00236	d04917	fluoxetine	fluoxetine-olanzapine	142
00781223231	d00325	d00325	omeprazole	omeprazole	245
00781223301	d00325	d00325	omeprazole	omeprazole	245
00781223310	d00325	d00325	omeprazole	omeprazole	245
00781223331	d00325	d00325	omeprazole	omeprazole	245
00781223401	d00325	d00325	omeprazole	omeprazole	245
00781223410	d00325	d00325	omeprazole	omeprazole	245
00781223431	d00325	d00325	omeprazole	omeprazole	245
00781224301	d03833	d03833	divalproex sodium	divalproex sodium	97
00781278501	d00325	d00325	omeprazole	omeprazole	245
00781278510	d00325	d00325	omeprazole	omeprazole	245
00781278531	d00325	d00325	omeprazole	omeprazole	245
00781279001	d00325	d00325	omeprazole	omeprazole	245
00781279010	d00325	d00325	omeprazole	omeprazole	245
00781279031	d00325	d00325	omeprazole	omeprazole	245
00781279092	d00325	d00325	omeprazole	omeprazole	245
00781282201	d00236	d00236	fluoxetine	fluoxetine	142
00781282210	d00236	d00236	fluoxetine	fluoxetine	142
00781282301	d00236	d00236	fluoxetine	fluoxetine	142
00781282310	d00236	d00236	fluoxetine	fluoxetine	142
00781282401	d00236	d00236	fluoxetine	fluoxetine	142
00781282410	d00236	d00236	fluoxetine	fluoxetine	142
00781282431	d00236	d00236	fluoxetine	fluoxetine	142
00781282808	d00236	d00236	fluoxetine	fluoxetine	142
00781320685	d00052	d00052	ceftriaxone	ceftriaxone	56
00781320695	d00052	d00052	ceftriaxone	ceftriaxone	56
00781320785	d00052	d00052	ceftriaxone	ceftriaxone	56
00781320795	d00052	d00052	ceftriaxone	ceftriaxone	56
00781320895	d00052	d00052	ceftriaxone	ceftriaxone	56
00781320995	d00052	d00052	ceftriaxone	ceftriaxone	56
00781321046	d00052	d00052	ceftriaxone	ceftriaxone	56
00781341694	d04803	d04803	voriconazole	voriconazole	368
00781405442	d03828	d04272	lansoprazole	amoxicillin/clarithromycin/lansoprazole	188
00781405815	d00229	d03781	ethinyl estradiol	ethinyl estradiol-norgestimate	381
00781406015	d00229	d03781	ethinyl estradiol	ethinyl estradiol-norgestimate	381
00781406215	d00229	d03781	ethinyl estradiol	ethinyl estradiol-norgestimate	381
00781406615	d00229	d03782	ethinyl estradiol	desogestrel-ethinyl estradiol	381
00781407515	d00229	d07697	ethinyl estradiol	drospirenone/ethinyl estradiol/levomefolate	381
00781410315	d00229	d07697	ethinyl estradiol	drospirenone/ethinyl estradiol/levomefolate	381
00781504601	d03864	d03864	glimepiride	glimepiride	156
00781508701	d00058	d00058	carbamazepine	carbamazepine	50
00781517728	d00085	d00085	ribavirin	ribavirin	292
00781520410	d03821	d03830	losartan	hydrochlorothiazide-losartan	201
00781520431	d03821	d03830	losartan	hydrochlorothiazide-losartan	201
00781520492	d03821	d03830	losartan	hydrochlorothiazide-losartan	201
00781520610	d03821	d03830	losartan	hydrochlorothiazide-losartan	201
00781520631	d03821	d03830	losartan	hydrochlorothiazide-losartan	201
00781520692	d03821	d03830	losartan	hydrochlorothiazide-losartan	201
00781520710	d03821	d03830	losartan	hydrochlorothiazide-losartan	201
00781520731	d03821	d03830	losartan	hydrochlorothiazide-losartan	201
00781520792	d03821	d03830	losartan	hydrochlorothiazide-losartan	201
00781521801	d00145	d00145	desipramine	desipramine	88
00781522101	d03847	d03847	carvedilol	carvedilol	55
00781522201	d03847	d03847	carvedilol	carvedilol	55
00781522301	d03847	d03847	carvedilol	carvedilol	55
00781522401	d03847	d03847	carvedilol	carvedilol	55
00781523864	d00867	d00867	ondansetron	ondansetron	246
00781523964	d00867	d00867	ondansetron	ondansetron	246
00781523980	d00867	d00867	ondansetron	ondansetron	246
00781527410	d04099	d04099	donepezil	donepezil	101
00781527431	d04099	d04099	donepezil	donepezil	101
00781527492	d04099	d04099	donepezil	donepezil	101
00781527510	d04099	d04099	donepezil	donepezil	101
00781527531	d04099	d04099	donepezil	donepezil	101
00781527592	d04099	d04099	donepezil	donepezil	101
00781527664	d04099	d04099	donepezil	donepezil	101
00781527764	d04099	d04099	donepezil	donepezil	101
00781535631	d03873	d03873	anastrozole	anastrozole	20
00781540092	d04851	d04851	rosuvastatin	rosuvastatin	299
00781540192	d04851	d04851	rosuvastatin	rosuvastatin	299
00781540292	d04851	d04851	rosuvastatin	rosuvastatin	299
00781540331	d04851	d04851	rosuvastatin	rosuvastatin	299
00781542010	d04442	d04442	pioglitazone	pioglitazone	268
00781542031	d04442	d04442	pioglitazone	pioglitazone	268
00781542092	d04442	d04442	pioglitazone	pioglitazone	268
00781542110	d04442	d04442	pioglitazone	pioglitazone	268
00781542131	d04442	d04442	pioglitazone	pioglitazone	268
00781542192	d04442	d04442	pioglitazone	pioglitazone	268
00781542210	d04442	d04442	pioglitazone	pioglitazone	268
00781542231	d04442	d04442	pioglitazone	pioglitazone	268
00781542292	d04442	d04442	pioglitazone	pioglitazone	268
00781557515	d00229	d03242	ethinyl estradiol	ethinyl estradiol-levonorgestrel	381
00781558315	d00229	d03242	ethinyl estradiol	ethinyl estradiol-levonorgestrel	381
00781558436	d00229	d03242	ethinyl estradiol	ethinyl estradiol-levonorgestrel	381
00781562660	d04442	d05635	pioglitazone	metformin-pioglitazone	268
00781562760	d04442	d05635	pioglitazone	metformin-pioglitazone	268
00781563431	d03864	d05856	glimepiride	glimepiride-pioglitazone	156
00781563431	d04442	d05856	pioglitazone	glimepiride-pioglitazone	268
00781563531	d03864	d05856	glimepiride	glimepiride-pioglitazone	156
00781563531	d04442	d05856	pioglitazone	glimepiride-pioglitazone	268
00781565615	d00229	d04760	ethinyl estradiol	drospirenone-ethinyl estradiol	381
00781565815	d00229	d04760	ethinyl estradiol	drospirenone-ethinyl estradiol	381
00781566731	d04803	d04803	voriconazole	voriconazole	368
00781566831	d04803	d04803	voriconazole	voriconazole	368
00781570010	d03821	d03821	losartan	losartan	201
00781570092	d03821	d03821	losartan	losartan	201
00781570110	d03821	d03821	losartan	losartan	201
00781570131	d03821	d03821	losartan	losartan	201
00781570192	d03821	d03821	losartan	losartan	201
00781570210	d03821	d03821	losartan	losartan	201
00781570231	d03821	d03821	losartan	losartan	201
00781570292	d03821	d03821	losartan	losartan	201
00781570301	d00329	d00329	oxycodone	oxycodone	250
00781572601	d00329	d00329	oxycodone	oxycodone	250
00781576701	d00329	d00329	oxycodone	oxycodone	250
00781578501	d00329	d00329	oxycodone	oxycodone	250
00781580510	d03821	d03821	losartan	losartan	201
00781580610	d03821	d03821	losartan	losartan	201
00781580631	d03821	d03821	losartan	losartan	201
00781580692	d03821	d03821	losartan	losartan	201
00781580731	d03821	d03821	losartan	losartan	201
00781581731	d03821	d03830	losartan	hydrochlorothiazide-losartan	201
00781581810	d03821	d03830	losartan	hydrochlorothiazide-losartan	201
00781598601	d00058	d00058	carbamazepine	carbamazepine	50
00781598701	d00058	d00058	carbamazepine	carbamazepine	50
00781598801	d00058	d00058	carbamazepine	carbamazepine	50
00781598901	d00199	d00199	clozapine	clozapine	72
00781599201	d00199	d00199	clozapine	clozapine	72
00781599401	d00035	d00817	chloroquine	hydroxychloroquine	63
00781599405	d00035	d00817	chloroquine	hydroxychloroquine	63
00781627043	d04513	d04513	oxcarbazepine	oxcarbazepine	249
00781801601	d00058	d00058	carbamazepine	carbamazepine	50
00781802931	d04378	d06842	modafinil	armodafinil	221
00781803731	d04378	d06842	modafinil	armodafinil	221
00781804531	d04378	d06842	modafinil	armodafinil	221
00781805331	d04378	d06842	modafinil	armodafinil	221
00781821801	d00145	d00145	desipramine	desipramine	88
00781930201	d03752	d03752	tacrolimus	tacrolimus	322
00781930301	d03752	d03752	tacrolimus	tacrolimus	322
00832031011	d00083	d00083	valproic acid	valproic acid	358
00832058011	d04557	d04557	clobazam	clobazam	69
00832058111	d04557	d04557	clobazam	clobazam	69
00832058525	d04557	d04557	clobazam	clobazam	69
00832059530	d04461	d04461	exemestane	exemestane	131
00832061115	d00058	d00058	carbamazepine	carbamazepine	50
00832063011	d00876	d00876	clomipramine	clomipramine	70
00832063111	d00876	d00876	clomipramine	clomipramine	70
00832063211	d00876	d00876	clomipramine	clomipramine	70
00832100811	d00083	d00083	valproic acid	valproic acid	358
00832121100	d00022	d00022	warfarin	warfarin	370
00832121101	d00022	d00022	warfarin	warfarin	370
00832121110	d00022	d00022	warfarin	warfarin	370
00832121189	d00022	d00022	warfarin	warfarin	370
00832121200	d00022	d00022	warfarin	warfarin	370
00832121201	d00022	d00022	warfarin	warfarin	370
00832121210	d00022	d00022	warfarin	warfarin	370
00832121289	d00022	d00022	warfarin	warfarin	370
00832121300	d00022	d00022	warfarin	warfarin	370
00832121301	d00022	d00022	warfarin	warfarin	370
00832121310	d00022	d00022	warfarin	warfarin	370
00832121400	d00022	d00022	warfarin	warfarin	370
00832121401	d00022	d00022	warfarin	warfarin	370
00832121410	d00022	d00022	warfarin	warfarin	370
00832121489	d00022	d00022	warfarin	warfarin	370
00832121500	d00022	d00022	warfarin	warfarin	370
00832121501	d00022	d00022	warfarin	warfarin	370
00832121510	d00022	d00022	warfarin	warfarin	370
00832121600	d00022	d00022	warfarin	warfarin	370
00832121601	d00022	d00022	warfarin	warfarin	370
00832121610	d00022	d00022	warfarin	warfarin	370
00832121700	d00022	d00022	warfarin	warfarin	370
00832121701	d00022	d00022	warfarin	warfarin	370
00832121710	d00022	d00022	warfarin	warfarin	370
00832121800	d00022	d00022	warfarin	warfarin	370
00832121850	d00022	d00022	warfarin	warfarin	370
00832121900	d00022	d00022	warfarin	warfarin	370
00832121950	d00022	d00022	warfarin	warfarin	370
00832712211	d03833	d03833	divalproex sodium	divalproex sodium	97
00832712301	d03833	d03833	divalproex sodium	divalproex sodium	97
00832712311	d03833	d03833	divalproex sodium	divalproex sodium	97
00832712315	d03833	d03833	divalproex sodium	divalproex sodium	97
00832712389	d03833	d03833	divalproex sodium	divalproex sodium	97
00832712401	d03833	d03833	divalproex sodium	divalproex sodium	97
00832712411	d03833	d03833	divalproex sodium	divalproex sodium	97
00832712415	d03833	d03833	divalproex sodium	divalproex sodium	97
00904020161	d00146	d00146	amitriptyline	amitriptyline	16
00904020261	d00146	d00146	amitriptyline	amitriptyline	16
00904052260	d00426	d00426	ascorbic acid	ascorbic acid	380
00904053913	d00426	d03140	ascorbic acid	multivitamin	380
00904064352	d00321	d00321	nitroglycerin	nitroglycerin	234
00904064360	d00321	d00321	nitroglycerin	nitroglycerin	234
00904064452	d00321	d00321	nitroglycerin	nitroglycerin	234
00904064460	d00321	d00321	nitroglycerin	nitroglycerin	234
00904198500	d00049	d00049	acetaminophen	acetaminophen	4
00904198860	d00049	d00049	acetaminophen	acetaminophen	4
00904198880	d00049	d00049	acetaminophen	acetaminophen	4
00904200940	d00170	d00170	aspirin	aspirin	26
00904200960	d00170	d00170	aspirin	aspirin	26
00904201159	d00170	d00170	aspirin	aspirin	26
00904201360	d00170	d00170	aspirin	aspirin	26
00904201372	d00170	d00170	aspirin	aspirin	26
00904201380	d00170	d00170	aspirin	aspirin	26
00904201559	d00170	d00170	aspirin	aspirin	26
00904201959	d00170	d00170	aspirin	aspirin	26
00904272561	d00119	d00124	sulfamethoxazole	sulfamethoxazole-trimethoprim	382
00904385461	d00058	d00058	carbamazepine	carbamazepine	50
00904404073	d00170	d00170	aspirin	aspirin	26
00904549546	d00321	d00321	nitroglycerin	nitroglycerin	234
00904549646	d00321	d00321	nitroglycerin	nitroglycerin	234
00904549746	d00321	d00321	nitroglycerin	nitroglycerin	234
00904567661	d03157	d03157	paroxetine	paroxetine	257
00904567761	d03157	d03157	paroxetine	paroxetine	257
00904568461	d00325	d00325	omeprazole	omeprazole	245
00904578461	d00236	d00236	fluoxetine	fluoxetine	142
00904578561	d00236	d00236	fluoxetine	fluoxetine	142
00904580061	d00746	d00746	simvastatin	simvastatin	307
00904580161	d00746	d00746	simvastatin	simvastatin	307
00904580261	d00746	d00746	simvastatin	simvastatin	307
00904583441	d00325	d00325	omeprazole	omeprazole	245
00904583442	d00325	d00325	omeprazole	omeprazole	245
00904583471	d00325	d00325	omeprazole	omeprazole	245
00904588061	d00148	d00148	diazepam	diazepam	95
00904588161	d00148	d00148	diazepam	diazepam	95
00904592361	d00027	d00027	haloperidol	haloperidol	159
00904592461	d00027	d00027	haloperidol	haloperidol	159
00904592561	d00027	d00027	haloperidol	haloperidol	159
00904608461	d04332	d04332	citalopram	citalopram	68
00904608561	d04332	d04332	citalopram	citalopram	68
00904608661	d04332	d04332	citalopram	citalopram	68
00904614461	d00325	d00325	omeprazole	omeprazole	245
00904617250	d00058	d00058	carbamazepine	carbamazepine	50
00904618761	d00143	d00143	phenytoin	phenytoin	266
00904619546	d03873	d03873	anastrozole	anastrozole	20
00904623561	d04514	d04514	pantoprazole	pantoprazole	256
00904624761	d03181	d03181	venlafaxine	venlafaxine	364
00904628880	d00170	d00170	aspirin	aspirin	26
00904628889	d00170	d00170	aspirin	aspirin	26
00904629461	d04258	d04258	clopidogrel	clopidogrel	71
00904630061	d03847	d03847	carvedilol	carvedilol	55
00904630161	d03847	d03847	carvedilol	carvedilol	55
00904630261	d03847	d03847	carvedilol	carvedilol	55
00904630361	d03847	d03847	carvedilol	carvedilol	55
00904632261	d00134	d00134	metoprolol	metoprolol	214
00904632361	d00134	d00134	metoprolol	metoprolol	214
00904632461	d00134	d00134	metoprolol	metoprolol	214
00904634060	d00134	d00134	metoprolol	metoprolol	214
00904634061	d00134	d00134	metoprolol	metoprolol	214
00904634080	d00134	d00134	metoprolol	metoprolol	214
00904634160	d00134	d00134	metoprolol	metoprolol	214
00904634161	d00134	d00134	metoprolol	metoprolol	214
00904634180	d00134	d00134	metoprolol	metoprolol	214
00904634260	d00134	d00134	metoprolol	metoprolol	214
00904634280	d00134	d00134	metoprolol	metoprolol	214
00904635461	d04099	d04099	donepezil	donepezil	101
00904636445	d03833	d03833	divalproex sodium	divalproex sodium	97
00904636461	d03833	d03833	divalproex sodium	divalproex sodium	97
00904636561	d03826	d03826	tramadol	tramadol	347
00904636661	d05355	d05355	duloxetine	duloxetine	106
00904637861	d00011	d00011	ciprofloxacin	ciprofloxacin	66
00904638961	d03821	d03821	losartan	losartan	201
00904639061	d03821	d03821	losartan	losartan	201
00904639161	d03821	d03821	losartan	losartan	201
00904640161	d04121	d04121	tamsulosin	tamsulosin	328
00904640180	d04121	d04121	tamsulosin	tamsulosin	328
00904640189	d04121	d04121	tamsulosin	tamsulosin	328
00904640606	d04500	d04500	moxifloxacin	moxifloxacin	223
00904640846	d04099	d04099	donepezil	donepezil	101
00904640861	d04099	d04099	donepezil	donepezil	101
00904640880	d04099	d04099	donepezil	donepezil	101
00904640889	d04099	d04099	donepezil	donepezil	101
00904640946	d04099	d04099	donepezil	donepezil	101
00904640961	d04099	d04099	donepezil	donepezil	101
00904640980	d04099	d04099	donepezil	donepezil	101
00904640989	d04099	d04099	donepezil	donepezil	101
00904641961	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
00904642061	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
00904642161	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
00904642304	d04378	d04378	modafinil	modafinil	221
00904642404	d04378	d04378	modafinil	modafinil	221
00904642661	d04812	d04812	escitalopram	escitalopram	125
00904642761	d04812	d04812	escitalopram	escitalopram	125
00904643761	d00049	d03431	acetaminophen	acetaminophen-oxycodone	4
00904643761	d00329	d03431	oxycodone	acetaminophen-oxycodone	250
00904643961	d00049	d03431	acetaminophen	acetaminophen-oxycodone	4
00904643961	d00329	d03431	oxycodone	acetaminophen-oxycodone	250
00904644461	d00329	d00329	oxycodone	oxycodone	250
00904644561	d00329	d00329	oxycodone	oxycodone	250
00904645204	d05355	d05355	duloxetine	duloxetine	106
00904645361	d05355	d05355	duloxetine	duloxetine	106
00904645461	d05355	d05355	duloxetine	duloxetine	106
00904646707	d04258	d04258	clopidogrel	clopidogrel	71
00904646861	d03181	d03181	venlafaxine	venlafaxine	364
00904646961	d03181	d03181	venlafaxine	venlafaxine	364
00904647061	d03181	d03181	venlafaxine	venlafaxine	364
00904647104	d04803	d04803	voriconazole	voriconazole	368
00904647461	d04514	d04514	pantoprazole	pantoprazole	256
00904647861	d04099	d04099	donepezil	donepezil	101
00904647916	d00012	d03393	codeine	codeine-guaifenesin	74
00904650261	d04380	d04380	celecoxib	celecoxib	57
00904650361	d04380	d04380	celecoxib	celecoxib	57
00904650806	d00035	d00817	chloroquine	hydroxychloroquine	63
00904651161	d04825	d04825	aripiprazole	aripiprazole	22
00904651161	d04825	d04825	aripiprazole	aripiprazole	23
00904651661	d00859	d00859	meclizine	meclizine	205
00904651761	d00859	d00859	meclizine	meclizine	205
00904652304	d04376	d04376	abacavir	abacavir	1
00904653806	d00049	d03455	acetaminophen	acetaminophen/butalbital/caffeine	4
00904653840	d00049	d03455	acetaminophen	acetaminophen/butalbital/caffeine	4
00904653860	d00049	d03455	acetaminophen	acetaminophen/butalbital/caffeine	4
00904653880	d00049	d03455	acetaminophen	acetaminophen/butalbital/caffeine	4
00904655161	d00867	d00867	ondansetron	ondansetron	246
00904655261	d00867	d00867	ondansetron	ondansetron	246
00904656761	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
00904657161	d00023	d00023	allopurinol	allopurinol	12
00904657261	d00023	d00023	allopurinol	allopurinol	12
00904659204	d04294	d04294	tolterodine	tolterodine	344
00904659304	d04294	d04294	tolterodine	tolterodine	344
00904659761	d00866	d00866	dronabinol	dronabinol	103
00904659804	d00866	d00866	dronabinol	dronabinol	103
00904660261	d04851	d04851	rosuvastatin	rosuvastatin	299
00904660361	d04851	d04851	rosuvastatin	rosuvastatin	299
00904660561	d04851	d04851	rosuvastatin	rosuvastatin	299
00904663761	d00246	d00246	glipizide	glipizide	157
00904665640	d04825	d04825	aripiprazole	aripiprazole	22
00904665640	d04825	d04825	aripiprazole	aripiprazole	23
00904667840	d00329	d00329	oxycodone	oxycodone	250
00904671318	d00170	d00170	aspirin	aspirin	26
00904675180	d00170	d00170	aspirin	aspirin	26
00904678370	d00170	d00170	aspirin	aspirin	26
00904679480	d00170	d00170	aspirin	aspirin	26
00904679489	d00170	d00170	aspirin	aspirin	26
00904770418	d00170	d00170	aspirin	aspirin	26
00904770470	d00170	d00170	aspirin	aspirin	26
00904770480	d00170	d00170	aspirin	aspirin	26
10135015005	d00170	d00170	aspirin	aspirin	26
10135015010	d00170	d00170	aspirin	aspirin	26
10135017301	d00170	d00170	aspirin	aspirin	26
10135017305	d00170	d00170	aspirin	aspirin	26
10135017310	d00170	d00170	aspirin	aspirin	26
10135017336	d00170	d00170	aspirin	aspirin	26
10135017362	d00170	d00170	aspirin	aspirin	26
10135017369	d00170	d00170	aspirin	aspirin	26
10135054110	d00031	d00031	probenecid	probenecid	278
10135063305	d03847	d03847	carvedilol	carvedilol	55
10135063405	d03847	d03847	carvedilol	carvedilol	55
10147088106	d04750	d04750	galantamine	galantamine	151
10147088206	d04750	d04750	galantamine	galantamine	151
10147088306	d04750	d04750	galantamine	galantamine	151
10147089103	d04750	d04750	galantamine	galantamine	151
10147089203	d04750	d04750	galantamine	galantamine	151
10147089303	d04750	d04750	galantamine	galantamine	151
10147090103	d03826	d03826	tramadol	tramadol	347
10147090203	d03826	d03826	tramadol	tramadol	347
10147090303	d03826	d03826	tramadol	tramadol	347
10147091101	d00027	d00027	haloperidol	haloperidol	159
10147092103	d00027	d00027	haloperidol	haloperidol	159
10147092205	d00027	d00027	haloperidol	haloperidol	159
10370016901	d04121	d04121	tamsulosin	tamsulosin	328
10370016905	d04121	d04121	tamsulosin	tamsulosin	328
10370017009	d05422	d05422	darifenacin	darifenacin	81
10370017011	d05422	d05422	darifenacin	darifenacin	81
10370017109	d05422	d05422	darifenacin	darifenacin	81
10370017111	d05422	d05422	darifenacin	darifenacin	81
10370017511	d03804	d03804	fluvoxamine	fluvoxamine	146
10370017611	d03804	d03804	fluvoxamine	fluvoxamine	146
10370019001	d00246	d00246	glipizide	glipizide	157
10370019005	d00246	d00246	glipizide	glipizide	157
10370019101	d00246	d00246	glipizide	glipizide	157
10370019105	d00246	d00246	glipizide	glipizide	157
10370022111	d03826	d03826	tramadol	tramadol	347
10370022211	d03826	d03826	tramadol	tramadol	347
10370022311	d03826	d03826	tramadol	tramadol	347
10370026801	d03863	d03863	tretinoin	tretinoin	351
10370028009	d04121	d07634	tamsulosin	dutasteride-tamsulosin	328
10370028011	d04121	d07634	tamsulosin	dutasteride-tamsulosin	328
10370051010	d03833	d03833	divalproex sodium	divalproex sodium	97
10370051050	d03833	d03833	divalproex sodium	divalproex sodium	97
10370051110	d03833	d03833	divalproex sodium	divalproex sodium	97
10370051150	d03833	d03833	divalproex sodium	divalproex sodium	97
10370074501	d00246	d00246	glipizide	glipizide	157
10370074505	d00246	d00246	glipizide	glipizide	157
10370074601	d00246	d00246	glipizide	glipizide	157
10370074605	d00246	d00246	glipizide	glipizide	157
10542001010	d00426	d03140	ascorbic acid	multivitamin	380
10542007010	d00426	d03140	ascorbic acid	multivitamin	380
10572010001	d00426	d01023	ascorbic acid	polyethylene glycol 3350 with electrolytes	380
10572010101	d00426	d01023	ascorbic acid	polyethylene glycol 3350 with electrolytes	380
10572030201	d00426	d01023	ascorbic acid	polyethylene glycol 3350 with electrolytes	380
10572040001	d00426	d01023	ascorbic acid	polyethylene glycol 3350 with electrolytes	380
10631000830	d00134	d00134	metoprolol	metoprolol	214
10631000930	d00134	d00134	metoprolol	metoprolol	214
10631001030	d00134	d00134	metoprolol	metoprolol	214
10631011531	d03863	d01245	tretinoin	isotretinoin	351
10631011631	d03863	d01245	tretinoin	isotretinoin	351
10631011731	d03863	d01245	tretinoin	isotretinoin	351
10631011831	d03863	d01245	tretinoin	isotretinoin	351
10631013331	d03863	d01245	tretinoin	isotretinoin	351
10631013431	d03863	d01245	tretinoin	isotretinoin	351
10702000801	d00329	d00329	oxycodone	oxycodone	250
10702000850	d00329	d00329	oxycodone	oxycodone	250
10702000901	d00329	d00329	oxycodone	oxycodone	250
10702000950	d00329	d00329	oxycodone	oxycodone	250
10702001801	d00329	d00329	oxycodone	oxycodone	250
10702001850	d00329	d00329	oxycodone	oxycodone	250
10702002301	d00329	d00329	oxycodone	oxycodone	250
10702005601	d00329	d00329	oxycodone	oxycodone	250
10702005650	d00329	d00329	oxycodone	oxycodone	250
10702005701	d00329	d00329	oxycodone	oxycodone	250
10702005750	d00329	d00329	oxycodone	oxycodone	250
10702018701	d00049	d03431	acetaminophen	acetaminophen-oxycodone	4
10702018701	d00329	d03431	oxycodone	acetaminophen-oxycodone	250
10702018750	d00049	d03431	acetaminophen	acetaminophen-oxycodone	4
10702018750	d00329	d03431	oxycodone	acetaminophen-oxycodone	250
10702018901	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
10702018910	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
10702018950	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
10702019001	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
10702019010	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
10702019050	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
10702019101	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
10702019110	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
10702019150	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
10702019201	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
10702019301	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
10702019401	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
11523726501	d00325	d05770	omeprazole	omeprazole-sodium bicarbonate	245
11523726502	d00325	d05770	omeprazole	omeprazole-sodium bicarbonate	245
11523726503	d00325	d05770	omeprazole	omeprazole-sodium bicarbonate	245
11534018701	d00049	d03455	acetaminophen	acetaminophen/butalbital/caffeine	4
11534018704	d00049	d03455	acetaminophen	acetaminophen/butalbital/caffeine	4
11673002712	d00170	d00170	aspirin	aspirin	26
12830071716	d00012	d03393	codeine	codeine-guaifenesin	74
12830075412	d00012	d05334	codeine	brompheniramine/codeine/phenylephrine	74
12843006132	d00170	d00170	aspirin	aspirin	26
12843010111	d00170	d00170	aspirin	aspirin	26
12843013105	d00170	d00170	aspirin	aspirin	26
12843013231	d00170	d00170	aspirin	aspirin	26
13107000501	d04332	d04332	citalopram	citalopram	68
13107000505	d04332	d04332	citalopram	citalopram	68
13107000601	d04332	d04332	citalopram	citalopram	68
13107000605	d04332	d04332	citalopram	citalopram	68
13107000701	d04332	d04332	citalopram	citalopram	68
13107000705	d04332	d04332	citalopram	citalopram	68
13107001901	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
13107001905	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
13107002001	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
13107002005	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
13107002101	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
13107002105	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
13107002199	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
13107004401	d00049	d03431	acetaminophen	acetaminophen-oxycodone	4
13107004401	d00329	d03431	oxycodone	acetaminophen-oxycodone	250
